french,fertility,prob
exiger,0,0.6710044292881735
exiger,4,0.020489643597661988
exiger,2,0.07165161958961273
exiger,3,0.15469402864821785
exiger,5,0.000592197750659765
exiger,1,0.08156808112567425
habituer,0,0.07665249884634516
habituer,2,0.1786692736404273
habituer,3,0.009343173613321322
habituer,1,0.7353350538999063
modifient,4,0.06543200636912458
modifient,2,0.2748512609555808
modifient,3,0.6411669764389148
modifient,5,0.0015119097632682694
modifient,1,0.01703784647311142
demeuré,4,0.07698523761752503
demeuré,2,0.2311787388734976
demeuré,3,0.6787771340462102
demeuré,5,0.0018695830494111151
demeuré,1,0.011189306413356172
atteignent,0,0.007046941422275286
atteignent,4,0.0021146076995523606
atteignent,2,0.7016762887064492
atteignent,3,0.07969153050386149
atteignent,1,0.20947063166786162
industriel,0,0.8734615353803382
industriel,2,0.003951703172190363
industriel,1,0.12258676144747138
dépend,0,0.19821415408100415
dépend,4,0.034751945246310846
dépend,2,0.24859770984597254
dépend,3,0.2985129988622924
dépend,5,0.0009088037236887941
dépend,1,0.21901438824073136
tombe,0,0.4969366537520808
tombe,2,0.05062281400575048
tombe,3,0.0013839206028323206
tombe,1,0.4510566116393364
solennel,0,0.5110597802374199
solennel,2,0.04792443136591583
solennel,3,0.0013465129365414117
solennel,1,0.43966927546012297
aborderez,0,0.0163619970137379
aborderez,4,0.003332310623252292
aborderez,2,0.5978316213998626
aborderez,3,0.09148837547197204
aborderez,1,0.29098569549117514
rédiger,0,0.11826013813711166
rédiger,2,0.0925420703213175
rédiger,3,0.0025508350804762606
rédiger,1,0.7866469564610945
laction,0,0.10515805901018338
laction,4,0.0002589712797982919
laction,2,0.18499741175408171
laction,3,0.013057601612808091
laction,1,0.6965279563431285
trouvent,0,0.6713230701417059
trouvent,4,0.0007236713590962951
trouvent,2,0.15128901229885927
trouvent,3,0.021270211605818254
trouvent,1,0.1553940345945203
russes,0,0.05610406297091114
russes,4,0.0023503870721007813
russes,2,0.3306356313004848
russes,3,0.05440727801190305
russes,1,0.5565026406446003
exigences,0,0.19204690140871658
exigences,4,0.00019334545481812992
exigences,2,0.16188546841804521
exigences,3,0.011236585767030518
exigences,1,0.6346376989513896
habituelle,0,0.15570502763902325
habituelle,2,0.09734958114017483
habituelle,3,0.003042395574025881
habituelle,1,0.743902995646776
constat,0,0.29679605965812134
constat,2,0.13513935884092682
constat,3,0.008676969490087802
constat,1,0.5593876120108641
pouvoirs,0,0.11001376651065464
pouvoirs,2,0.1066265905500651
pouvoirs,3,0.0034122080885926253
pouvoirs,1,0.7799474348506876
établi,0,0.5082889118099494
établi,2,0.04724244831121936
établi,3,0.0012382736417208284
établi,1,0.44323036623711043
suit,0,0.5662440268562545
suit,4,0.000995190948470585
suit,2,0.2145427052968221
suit,3,0.02995023933245238
suit,1,0.18826783756600057
relativement,0,0.10637454431955529
relativement,2,0.09683023462422453
relativement,3,0.002897031318665783
relativement,1,0.7938981897375544
guère,0,0.5964369918253926
guère,4,0.00038089229611189875
guère,2,0.13189161442610392
guère,3,0.014045401350001232
guère,1,0.2572451001023904
décharge,0,0.1401974771918955
décharge,4,0.0002980090553565178
décharge,2,0.15307660416790544
décharge,3,0.012077645167664217
décharge,1,0.6943502644171783
lentement,0,0.34548208734341257
lentement,2,0.06806738633485213
lentement,3,0.0018475336674376953
lentement,1,0.5846029926542975
financière,0,0.2579849408219976
financière,4,0.00020159065580636234
financière,2,0.13354405946001163
financière,3,0.01006046344709554
financière,1,0.598208945615089
répit,0,0.8458233282257541
répit,2,0.006454341958134517
répit,1,0.14772232981611136
coopération,0,0.16485973293712675
coopération,2,0.09993260843232703
coopération,3,0.003370933735157026
coopération,1,0.7318367248953892
désillusions,0,0.0030030085824937327
désillusions,4,0.0017784963826771277
désillusions,2,0.7677891436025153
désillusions,3,0.07887719525290589
désillusions,1,0.148552156179408
faslane,0,0.16873186400091217
faslane,2,0.09250515903108168
faslane,3,0.002817322693953412
faslane,1,0.7359456542740527
finances,0,0.10602119137555656
finances,2,0.087621118465075
finances,3,0.002189038384880282
finances,1,0.8041686517744882
fiabilité,0,0.022801735612753223
fiabilité,4,0.004559546199160867
fiabilité,2,0.5374780660594929
fiabilité,3,0.10053382595353504
fiabilité,1,0.3346268261750579
huit,0,0.2393379239932035
huit,2,0.10019598784093
huit,3,0.00407047319280334
huit,1,0.6563956149730631
rendu,0,0.5604403991605756
rendu,2,0.03989143067244499
rendu,3,0.0009933603963778888
rendu,1,0.39867480977060155
partout,0,0.2981553465350016
partout,4,0.06900718343493398
partout,2,0.07534039844260475
partout,3,0.05544071530735055
partout,5,0.013924035630935945
partout,6,0.0005404927295664552
partout,1,0.48759182791960665
récurrente,0,0.8993291390537993
récurrente,2,0.002430248480840613
récurrente,1,0.09824061246536007
déranger,4,0.07576024758767283
déranger,2,0.24554892290674468
déranger,3,0.663710973624884
déranger,5,0.001883665709693223
déranger,1,0.013096190171005226
hautala,0,0.08430673242657373
hautala,2,0.11649704648001374
hautala,3,0.0038788769764241133
hautala,1,0.7953173441169885
thyssen,0,0.03673945711122416
thyssen,4,0.0015135982091283486
thyssen,2,0.4012688580175453
thyssen,3,0.05054359286846143
thyssen,1,0.5099344937936408
faites-vous,0,0.1529630714941436
faites-vous,2,0.11018266019085336
faites-vous,3,0.00399027921780864
faites-vous,1,0.7328639890971944
reprendra,0,0.06367478461482756
reprendra,4,0.0012464616514908625
reprendra,2,0.4244228249653263
reprendra,3,0.04819378691291959
reprendra,1,0.4624621418554357
qualités,0,0.12011679052278494
qualités,2,0.1331153804395604
qualités,3,0.005482746081554027
qualités,1,0.7412850829561006
lecteurs,0,0.8992254401517292
lecteurs,2,0.002451146238961655
lecteurs,1,0.09832341360930917
lorsqu,0,0.023731602428541946
lorsqu,4,0.0019071965718418073
lorsqu,2,0.5681686595923886
lorsqu,3,0.06582415348972918
lorsqu,1,0.34036838791749846
tourisme,0,0.09964922792634193
tourisme,4,0.007271362364152277
tourisme,2,0.13260585566090657
tourisme,3,0.07570866953311726
tourisme,5,0.00016784262715998602
tourisme,1,0.6845970418883219
pollueurs,0,0.4931582656104567
pollueurs,4,0.0007277423390976171
pollueurs,2,0.1913868408736583
pollueurs,3,0.02232126410966252
pollueurs,1,0.29240588706712484
complicité,0,0.0866537204247211
complicité,2,0.08789779763748727
complicité,3,0.0021332967386891322
complicité,1,0.8233151851991025
nombres,0,0.8720304974236451
nombres,2,0.0041096858672099385
nombres,1,0.12385981670914491
cause,0,0.6150400379078386
cause,2,0.03931033152206053
cause,3,0.0012923653107560365
cause,1,0.3443572652593449
débuter,0,0.6432057472094501
débuter,4,0.01890327286778052
débuter,2,0.0761699543200661
débuter,3,0.1536155210389694
débuter,5,0.0005154512151115514
débuter,1,0.10759005334862227
circonstance,0,0.11450704733134112
circonstance,4,0.036648240701856176
circonstance,2,0.18956054399982045
circonstance,3,0.32127474697052566
circonstance,5,0.0009314858415380235
circonstance,1,0.3370779351549186
ouverture,4,0.06797803550089662
ouverture,2,0.2396532736631742
ouverture,3,0.6785307542121656
ouverture,5,0.0015061084757654122
ouverture,1,0.012331828147998113
davantage,0,0.2451295387313048
davantage,4,0.0001580699396382519
davantage,2,0.13367249951304025
davantage,3,0.008667665359910218
davantage,1,0.6123722264561066
chef-duvre,0,0.12803300422899852
chef-duvre,2,0.11279241457747707
chef-duvre,3,0.003979631639916285
chef-duvre,1,0.7551949495536081
présenterons,0,0.007537700948777845
présenterons,4,0.0030590199495237028
présenterons,2,0.6844630369571316
présenterons,3,0.09411653232240129
présenterons,1,0.21082370982216567
acceptable,0,0.20950715152201788
acceptable,4,0.0004386280189204241
acceptable,2,0.17397066357675206
acceptable,3,0.015552503388221528
acceptable,1,0.6005310534940881
moi-même,0,0.11512151280788485
moi-même,2,0.10010755355740998
moi-même,3,0.0031190279618802086
moi-même,1,0.781651905672825
comprend,0,0.27341984029794886
comprend,2,0.09194066546793168
comprend,3,0.0038900648497085712
comprend,1,0.6307494293844109
potentielle,0,0.05691835178246072
potentielle,4,0.019194341661533037
potentielle,2,0.32661098418438816
potentielle,3,0.20578697265271018
potentielle,5,0.0004434991199246715
potentielle,1,0.3910458505989833
généreux,0,0.005027958304033382
généreux,4,0.0018558502512215482
généreux,2,0.7314798967245566
généreux,3,0.07709597891676084
généreux,1,0.18454031580342764
comprendre,0,0.29204343868116145
comprendre,4,0.00045636367750580514
comprendre,2,0.10944730236780759
comprendre,3,0.01093363444479506
comprendre,1,0.58711926082873
regret,0,0.01182339945418758
regret,4,0.29521630326706183
regret,2,0.265172094858026
regret,3,0.22211482165950325
regret,5,0.030116209994211645
regret,6,0.0006788867329065159
regret,1,0.17487828403410305
optique,0,0.4584411306452244
optique,4,0.0014483631598866376
optique,2,0.29887280816579015
optique,3,0.042555114958153874
optique,1,0.1986825830709448
considérera,0,0.016086274449869823
considérera,4,0.003906874950970774
considérera,2,0.5925832987351722
considérera,3,0.0992994584265754
considérera,1,0.28812409343741174
laitier,4,0.05828603035978148
laitier,2,0.33995777010008804
laitier,3,0.569205908812957
laitier,5,0.00142225774001887
laitier,1,0.03112803298715465
courrons,0,0.8159664218261065
courrons,2,0.008587774658064987
courrons,1,0.17544580351582859
destinées,0,0.20744488583180637
destinées,2,0.09199149680854363
destinées,3,0.0030130159010110756
destinées,1,0.697550601458639
crédibilité,0,0.2337087159158814
crédibilité,4,0.00047679128443389425
crédibilité,2,0.19603591457338654
crédibilité,3,0.018618763067015435
crédibilité,1,0.5511598151592827
distinguer,0,0.007562308322848773
distinguer,4,0.002530586803127353
distinguer,2,0.6852163918053611
distinguer,3,0.08457807814717277
distinguer,1,0.22011263492148994
tunis,0,0.10632292020179993
tunis,2,0.12989418712414794
tunis,3,0.005110277885540618
tunis,1,0.7586726147885116
médicaux,7,0.0012334389169777473
médicaux,4,0.4281055263428808
médicaux,3,0.06964695197132807
médicaux,5,0.45030397845316833
médicaux,6,0.05071010431564497
dévaluation,0,0.6634149401359224
dévaluation,4,0.1239016530485169
dévaluation,2,0.01566244814414686
dévaluation,3,0.09979143833411065
dévaluation,5,0.012829882035471656
dévaluation,6,0.00030271414432179593
dévaluation,1,0.08409692415750987
incluions,0,0.12694982374419958
incluions,2,0.09798931662145716
incluions,3,0.002934082673324343
incluions,1,0.7721267769610188
sites,0,0.32167445797413224
sites,4,0.0006460249122539153
sites,2,0.2662609910226777
sites,3,0.026016005668182744
sites,1,0.38540252042275336
étrangers,0,0.012402380989952739
étrangers,4,0.0029918402427581707
étrangers,2,0.6330547585042333
étrangers,3,0.08973177967979007
étrangers,1,0.26181924058326583
juge-t-il,0,0.11203703722624797
juge-t-il,2,0.09892848067089678
juge-t-il,3,0.002841004669817619
juge-t-il,1,0.7861934774330377
maximum,0,0.3217828396115409
maximum,4,0.0017285994895093902
maximum,2,0.2599571951845303
maximum,3,0.04344237640322123
maximum,1,0.37308898931119816
archimède,4,0.06837584133281209
archimède,2,0.23684793663101258
archimède,3,0.6812762954831802
archimède,5,0.0015162512245836268
archimède,1,0.011983675328411526
informer,0,0.0774937190002747
informer,4,0.0014487739553562505
informer,2,0.39625442922420856
informer,3,0.0494555277738769
informer,1,0.47534755004628365
impossible,0,0.27941430857243194
impossible,4,0.00016709924022181304
impossible,2,0.1258248113365331
impossible,3,0.008286190927832789
impossible,1,0.5863075899229804
lerreur,0,0.5075180827917314
lerreur,2,0.054390541328104586
lerreur,3,0.001706433688087184
lerreur,1,0.43638494219207674
supprimer,0,0.6784799658307701
supprimer,4,0.00022362297060989092
supprimer,2,0.10975611592946019
supprimer,3,0.010127170319798262
supprimer,1,0.20141312494936153
pur,0,0.007102187425179258
pur,4,0.035997027451815315
pur,2,0.4161614281459717
pur,3,0.3918590894855513
pur,5,0.0007376415131483823
pur,1,0.1481426259783341
revêtent,0,0.8672028291031455
revêtent,2,0.004642009421888685
revêtent,1,0.1281551614749658
demandés,0,0.27767060659906895
demandés,2,0.08331790419934247
demandés,3,0.0025944986912080047
demandés,1,0.6364169905103806
jamais,0,0.3631099668821646
jamais,4,0.00013069532017113714
jamais,2,0.10476598373244614
jamais,3,0.007190937360513697
jamais,1,0.5248024167047044
concession,4,0.07101102948505877
concession,2,0.2528688945289707
concession,3,0.6607217270274879
concession,5,0.0016824268084721834
concession,1,0.013715922150010478
initiateurs,0,0.048865252767087204
initiateurs,2,0.08630081673523429
initiateurs,3,0.0017691366123814174
initiateurs,1,0.8630647938852971
défavorisé,0,0.01744660525914632
défavorisé,4,0.00401235532210812
défavorisé,2,0.5859899834612634
défavorisé,3,0.09840105414113624
défavorisé,1,0.29415000181634593
certainement,0,0.45241618235248
certainement,2,0.06920369252480686
certainement,3,0.0028607076098469135
certainement,1,0.4755194175128662
jappelle,0,0.8859195119731834
jappelle,2,0.0031375021314188987
jappelle,1,0.11094298589539764
volte-face,4,0.06877797856271195
volte-face,2,0.23082986205099762
volte-face,3,0.6877733762467271
volte-face,5,0.0014971538023276262
volte-face,1,0.01112162933723572
bénéficiera,0,0.41905608546940853
bénéficiera,4,0.003067497926205204
bénéficiera,2,0.319988098656596
bénéficiera,3,0.06736060455666236
bénéficiera,1,0.19052771339112798
maillon,0,0.8929784674453247
maillon,2,0.002738695307286225
maillon,1,0.10428283724738902
propose-t-on,0,0.02208466473636528
propose-t-on,4,0.0070291325246376575
propose-t-on,2,0.5259964767976956
propose-t-on,3,0.1177664411889397
propose-t-on,1,0.3271232847523617
perte,0,0.2642888800164538
perte,2,0.08666056178096548
perte,3,0.0032826286448989508
perte,1,0.6457679295576818
jéprouve,0,0.6666778674895579
jéprouve,2,0.02475654736045256
jéprouve,3,0.0004441342588130093
jéprouve,1,0.3081214508911766
observer,0,0.2976455639167927
observer,4,0.05139449257851465
observer,2,0.1848047926796
observer,3,0.41789950811808035
observer,5,0.001401882713651226
observer,1,0.04685375999336111
oblige,0,0.0074609072568439065
oblige,4,0.0026483819017080476
oblige,2,0.686661817909115
oblige,3,0.08930684788156841
oblige,1,0.21392204505076476
mécontentement,4,0.06592772766894091
mécontentement,2,0.30917039550347325
mécontentement,3,0.5999140209209054
mécontentement,5,0.001671739852872352
mécontentement,1,0.02331611605380827
intéressante,0,0.09111432394717325
intéressante,4,0.0005478314840966451
intéressante,2,0.2471875816010756
intéressante,3,0.02231184498556753
intéressante,1,0.638838417982087
létalon,4,0.08059471301668876
létalon,2,0.36763860918296737
létalon,3,0.5109446981336601
létalon,5,0.0028923703605965466
létalon,1,0.037929609306087284
ancrage,0,0.0045245275589207495
ancrage,4,0.0028446172191516814
ancrage,2,0.7179283409314092
ancrage,3,0.09474465515511263
ancrage,1,0.17995785913540574
implicites,7,0.5568324487471676
implicites,9,0.0008768183681878656
implicites,8,0.050119972807945425
implicites,5,0.03753890113573256
implicites,6,0.3546318589409665
latina,0,0.08055618965763965
latina,2,0.09858908032459686
latina,3,0.0025863511179804043
latina,1,0.818268378899783
linterdit,0,0.07966088603757106
linterdit,2,0.08682487726583837
linterdit,3,0.002009343878469828
linterdit,1,0.8315048928181207
associations,0,0.11172237045576885
associations,2,0.09937224128764689
associations,3,0.0029153650453243828
associations,1,0.78599002321126
sentez-vous,0,0.0427705087640256
sentez-vous,4,0.0036607435545934416
sentez-vous,2,0.45445946985567326
sentez-vous,3,0.08107506358986209
sentez-vous,1,0.41803421423584564
pratiquent,0,0.4468696212156948
pratiquent,4,0.0008819710764738615
pratiquent,2,0.3840098716861511
pratiquent,3,0.03916464331465245
pratiquent,1,0.1290738927070278
fond,0,0.5626885405406045
fond,4,0.00018067395171759027
fond,2,0.10573863860605649
fond,3,0.008606596405785353
fond,1,0.3227855504958362
flambée,0,0.15357821196659874
flambée,2,0.09786298899655282
flambée,3,0.003035259237413856
flambée,1,0.7455235397994346
maat,0,0.13084521985512285
maat,2,0.1493001869093877
maat,3,0.008583599090873436
maat,1,0.7112709941446161
masqué,0,0.9042069826446852
masqué,2,0.0020846323348167597
masqué,1,0.0937083850204979
véritablement,0,0.25074527720297635
véritablement,4,0.013302935776643859
véritablement,2,0.13612610051349724
véritablement,3,0.11888052664429251
véritablement,5,0.00035007590721510055
véritablement,1,0.48059508395537487
dirresponsabilité,4,0.5525591522658796
dirresponsabilité,2,0.03431985299418263
dirresponsabilité,3,0.3450610651479798
dirresponsabilité,5,0.06633063917597265
dirresponsabilité,6,0.0017292904159853916
anxiété,0,0.02237805902071221
anxiété,4,0.002784696831229885
anxiété,2,0.5674468025929253
anxiété,3,0.07977843318445964
anxiété,1,0.3276120083706729
life,0,0.11900097195600456
life,2,0.11596715160729829
life,3,0.004748440701114486
life,1,0.7602834357355828
interférence,0,0.009665035439200423
interférence,4,0.0019521966849586092
interférence,2,0.6731453804636092
interférence,3,0.07355020635903835
interférence,1,0.2416871810531935
débattu,0,0.3922846986604255
débattu,4,0.02994188846512542
débattu,2,0.16340553591378773
débattu,3,0.15936970869759642
débattu,5,0.001270390311149504
débattu,1,0.2537277779519154
rêvent,0,0.832794491531498
rêvent,2,0.007193810929873428
rêvent,1,0.16001169753862865
envisagera,0,0.5004919073859696
envisagera,2,0.04572513524968133
envisagera,3,0.001158677189861416
envisagera,1,0.4526242801744875
exploitent,0,0.8885570445762359
exploitent,2,0.003096509601827691
exploitent,1,0.10834644582193641
lamaïsme,0,0.029808393038325175
lamaïsme,4,0.0035024655108510526
lamaïsme,2,0.5077970387895285
lamaïsme,3,0.08498307181880985
lamaïsme,1,0.3739090308424854
semblerait,0,0.07806721158616575
semblerait,4,0.04069505224922255
semblerait,2,0.19077464449347753
semblerait,3,0.307145274354259
semblerait,5,0.0011738772086841555
semblerait,1,0.38214394010819114
simpose,0,0.3165302745368001
simpose,4,0.07967570746284916
simpose,2,0.19338948943106243
simpose,3,0.18270475017583182
simpose,5,0.009315691051969966
simpose,6,0.00026884947074365384
simpose,1,0.2181152378707429
meurt,0,0.08385213103319952
meurt,2,0.08666670616826419
meurt,3,0.002009311695203762
meurt,1,0.8274718511033324
dambition,7,0.03064564301643108
dambition,4,0.1577776497416281
dambition,5,0.5143362493518231
dambition,8,0.0006364472797811588
dambition,6,0.2966040106103365
dirige,0,0.43995659331536563
dirige,4,0.034734081773995444
dirige,2,0.18326313139329123
dirige,3,0.2690795601751172
dirige,5,0.0010843482128685548
dirige,1,0.07188228512936201
jaurai,4,0.08538729167030379
jaurai,2,0.25343979337301226
jaurai,3,0.6445701256693062
jaurai,5,0.0024159584221210436
jaurai,1,0.014186830865256784
court,0,0.3688335097569807
court,4,0.00013710386843542933
court,2,0.12535180250047032
court,3,0.00838158103453237
court,1,0.4972960028395813
artificielle,0,0.09412116945558568
artificielle,2,0.09197113268956428
artificielle,3,0.0023426115956976666
artificielle,1,0.8115650862591524
anticipé,4,0.056003290558286956
anticipé,2,0.37913734793899767
anticipé,3,0.5207285623467498
anticipé,5,0.0014542899601717274
anticipé,1,0.04267650919579376
largent,0,0.10655823559899674
largent,4,0.011522852619890719
largent,2,0.13182391903990207
largent,3,0.07863663255314138
largent,5,0.0003979607901381508
largent,1,0.6710603993979309
klestil,0,0.10143298161874842
klestil,2,0.12574171351171712
klestil,3,0.004802183004069272
klestil,1,0.7680231218654651
exécuté,0,0.0027633556154640316
exécuté,4,0.003128610525957192
exécuté,2,0.7460350365258036
exécuté,3,0.10385750529520132
exécuté,1,0.14421549203757383
poubelle,0,0.13714639490310013
poubelle,2,0.15629362859809565
poubelle,3,0.0086353125981548
poubelle,1,0.6979246639006494
fournissons,0,0.007842348867098578
fournissons,4,0.003531104923691394
fournissons,2,0.6638323251869173
fournissons,3,0.10227037174998438
fournissons,1,0.2225238492723085
performants,0,0.08370921450335879
performants,2,0.08682907091396205
performants,3,0.0020164509159545175
performants,1,0.8274452636667246
détruisent,4,0.4539642401263721
détruisent,2,0.07017975925838894
détruisent,3,0.4312273320849032
détruisent,5,0.0436398437139832
détruisent,6,0.0009888248163526763
deuxième,0,0.18296049550519464
deuxième,4,0.0008861026328696708
deuxième,2,0.1357620745281288
deuxième,3,0.014179894027766019
deuxième,5,2.142279471679884e-5
deuxième,1,0.6661900105113241
avions,0,0.6958351308910081
avions,4,0.06723694510436706
avions,7,0.00024801539995204824
avions,2,0.003960323244373252
avions,3,0.0065808978542944395
avions,5,0.114347178595178
avions,6,0.011586963046189553
avions,1,0.1002045458646375
établis,0,0.005939198181310897
établis,4,0.0018204635031268625
établis,2,0.7209577982738455
établis,3,0.07573442526147439
établis,1,0.19554811478024234
être,0,0.31138437319409457
être,4,0.0025485224408951387
être,2,0.12422518327200083
être,3,0.013441740744036652
être,5,0.00027259967581962113
être,6,6.387616944797932e-6
être,1,0.5481211930562084
lintervention,0,0.8672788238221845
lintervention,2,0.0045629581400954584
lintervention,1,0.12815821803771996
argument,0,0.07366291110442684
argument,4,0.026742259062618016
argument,2,0.27875651849340966
argument,3,0.15022043005053073
argument,5,0.001180388880983849
argument,1,0.46943749240803095
lénorme,0,0.11773765465219961
lénorme,2,0.08756287452267751
lénorme,3,0.0022880140025617495
lénorme,1,0.7924114568225612
soulevées,0,0.10628338338309108
soulevées,2,0.08823442449029932
soulevées,3,0.002206409076372492
soulevées,1,0.8032757830502371
questions-réponses,0,0.19715444750034955
questions-réponses,2,0.12543556869565525
questions-réponses,3,0.00557727522482615
questions-réponses,1,0.6718327085791691
laisser,0,0.499669542202724
laisser,4,0.0003747139530396257
laisser,2,0.16359849172837604
laisser,3,0.016205769505924488
laisser,1,0.3201514826099359
directeur,0,0.1070501559425045
directeur,2,0.10049467703194472
directeur,3,0.0030621424893938222
directeur,1,0.7893930245361569
petit,0,0.39330084602842036
petit,4,0.005381634616285185
petit,2,0.20514225406061248
petit,3,0.05949937723536226
petit,5,0.00013543063467777404
petit,1,0.336540457424642
schémas,0,0.44385488950714375
schémas,4,0.023769423055363142
schémas,2,0.21902951163361775
schémas,3,0.22473986100514629
schémas,5,0.0006349251943471041
schémas,1,0.08797138960438197
alignement,0,0.8853872139078917
alignement,2,0.0033376780019707133
alignement,1,0.11127510809013759
change,0,0.5574787406359355
change,4,0.0008531462526464562
change,2,0.11868035418610838
change,3,0.018577522441524448
change,1,0.30441023648378535
azan,0,0.1119073283351616
azan,2,0.10530420036808918
azan,3,0.003267471485646832
azan,1,0.7795209998111023
impact,0,0.09196861074726664
impact,2,0.1216692953015325
impact,3,0.00500945621306698
impact,1,0.7813526377381339
lancker,0,0.11377289863014124
lancker,2,0.08799837324009845
lancker,3,0.0022980312368115524
lancker,1,0.7959306968929488
supérieurs,0,0.001907294428403571
supérieurs,4,0.003304881090669824
supérieurs,2,0.7601549514934453
supérieurs,3,0.11257541331243268
supérieurs,1,0.12205745967504857
quinutile,4,0.06932745010676979
quinutile,2,0.23118372121530742
quinutile,3,0.6868867378670084
quinutile,5,0.0015425188836716865
quinutile,1,0.011059571927242627
sort,0,0.24153585852938309
sort,4,0.0005151274566670909
sort,2,0.20709708627157908
sort,3,0.020131715338063856
sort,1,0.5307202124043069
bombarde,0,0.08764422518048628
bombarde,2,0.14992177265740683
bombarde,3,0.006487422453891479
bombarde,1,0.7559465797082153
prouve,0,0.4507801386993916
prouve,4,0.0009033890528876313
prouve,2,0.3972756112775208
prouve,3,0.041796936868162306
prouve,1,0.10924392410203762
lamendement,0,0.13938854318787522
lamendement,4,0.00014679468611526427
lamendement,2,0.14198081919608208
lamendement,3,0.009049449895892197
lamendement,1,0.7094343930340352
lever,0,0.6002699144910549
lever,4,0.01353186140221223
lever,2,0.16407166882201407
lever,3,0.12186460024478725
lever,5,0.00038636209964650205
lever,1,0.09987559294028506
garantira,0,0.7891970843464641
garantira,2,0.011549812300909627
garantira,1,0.19925310335262644
prochain,0,0.2788725408937586
prochain,4,0.0007561089025681425
prochain,2,0.20320252976213704
prochain,3,0.023314186293831897
prochain,1,0.49385463414770436
dactifs,0,0.03283367858567877
dactifs,4,0.0025323081211086115
dactifs,2,0.5035324079965594
dactifs,3,0.07137461043381366
dactifs,1,0.38972699486283957
puisquelle,0,0.005256507731525403
puisquelle,4,0.0017964173046285433
puisquelle,2,0.7302955183854583
puisquelle,3,0.07628490284948755
puisquelle,1,0.1863666537289003
expert,4,0.5375027708380137
expert,2,0.0367647953383508
expert,3,0.35558365400695674
expert,5,0.06830308973119961
expert,6,0.001845690085479075
dactualiser,4,0.06651841215868692
dactualiser,2,0.26022714981471506
dactualiser,3,0.6569929951488542
dactualiser,5,0.0015021285332939762
dactualiser,1,0.014759314344449886
quarante-huit,0,0.01171216124744789
quarante-huit,4,0.0018299839321017878
quarante-huit,2,0.6514177968030265
quarante-huit,3,0.07089495736614679
quarante-huit,1,0.26414510065127716
nouvelle,0,0.32940121104363645
nouvelle,4,9.193695197254169e-5
nouvelle,2,0.10939703040286249
nouvelle,3,0.00645269100139139
nouvelle,1,0.554657130600137
régulièrement,0,0.48097093496714827
régulièrement,2,0.04827528391682629
régulièrement,3,0.0011796842997012097
régulièrement,1,0.4695740968163242
da,0,0.4559796046760416
da,2,0.05450416025022774
da,3,0.0014221922621393255
da,1,0.4880940428115914
souples,4,0.06651846703011333
souples,2,0.30339811924980103
souples,3,0.6061346372278743
souples,5,0.0016840569651845883
souples,1,0.022264719527026675
irrecevable,0,0.07288705793381225
irrecevable,2,0.12810561611772292
irrecevable,3,0.004589114341699569
irrecevable,1,0.7944182116067651
mentendre,7,0.0020164949115334123
mentendre,4,0.3841380814211681
mentendre,3,0.04695815412876362
mentendre,5,0.4953730512753591
mentendre,6,0.0715142182631758
irréparable,0,0.17127834725165023
irréparable,2,0.17361486270791296
irréparable,3,0.012711349746052095
irréparable,1,0.6423954402943847
rapidité,0,0.11015766540872149
rapidité,2,0.13391602700657218
rapidité,3,0.005297413043987864
rapidité,1,0.7506288945407185
sait,0,0.23781789824903693
sait,4,0.00044670454796783584
sait,2,0.2030900199106904
sait,3,0.018366931251845877
sait,1,0.5402784460404589
révolution,0,0.10551166512359401
révolution,4,0.0009019586884278239
révolution,2,0.23901413570062863
révolution,3,0.028407118868144173
révolution,1,0.6261651216192053
croître,0,0.005060299040064481
croître,4,0.0020511399689669392
croître,2,0.7293341688661374
croître,3,0.08124358114408047
croître,1,0.18231081098075078
silencieux,0,0.012126303686756264
silencieux,4,0.33939877646570615
silencieux,2,0.2758127383251371
silencieux,3,0.1573855720455908
silencieux,5,0.03947932046993348
silencieux,6,0.0008898530902936737
silencieux,1,0.1749074359165826
possédait,0,0.17030953487550274
possédait,2,0.10823769182602981
possédait,3,0.003926856863913661
possédait,1,0.7175259164345538
subi,0,0.6179021648878524
subi,2,0.031510134321334024
subi,3,0.0007058249100318776
subi,1,0.3498818758807816
connaissances,7,0.16275226349038244
connaissances,4,0.18671741894428145
connaissances,9,0.0002571536815820443
connaissances,2,0.05217682143538616
connaissances,3,0.2410386251413039
connaissances,5,0.0896858674362288
connaissances,8,0.014297794638449152
connaissances,6,0.25307405523238613
forces,0,0.34994874135837073
forces,2,0.06377070236583407
forces,3,0.0016658238017109401
forces,1,0.5846147324740844
respectons,0,0.40659911626234646
respectons,4,0.0008207510138209706
respectons,2,0.27565909923069093
respectons,3,0.029279238241024377
respectons,1,0.2876417952521172
aurions,0,0.4946344146108095
aurions,4,0.022225463768601905
aurions,2,0.1691286824832436
aurions,3,0.1963861737529516
aurions,5,0.0005642840093500592
aurions,1,0.11706098137504346
révélation,0,0.013993707621671571
révélation,4,0.004316089303913091
révélation,2,0.5974989570692327
révélation,3,0.10404937740261443
révélation,1,0.2801418686025682
retraites,0,0.005335270945833468
retraites,4,0.031811247981499556
retraites,2,0.4850322262781237
retraites,3,0.34119603050910563
retraites,5,0.0007167235683833854
retraites,1,0.13590850071705418
soutenue,0,0.10035752661395918
soutenue,2,0.12076906713128191
soutenue,3,0.004480262748881462
soutenue,1,0.7743931435058775
rural,0,0.11444144497747825
